"OrphaCode","Name","DisorderGroup","gene_count","onset_count","inheritance_count","avg_prevalence"
101987,Congenital neutropenia,Group of disorders,0,0,0,
101988,Primary immunodeficiency due to a defect in innate immunity,Group of disorders,0,0,0,
101992,Immunodeficiency due to a complement cascade protein anomaly,Group of disorders,0,0,0,
101995,Periodic fever syndrome,Group of disorders,0,0,0,
101997,Primary immunodeficiency,Group of disorders,0,0,0,3.46
101998,Rare epilepsy,Group of disorders,0,0,0,
102000,Medullar disease,Group of disorders,0,0,0,
102002,Rare ataxia,Group of disorders,0,0,0,
102003,Rare movement disorder,Group of disorders,0,0,0,
102005,Brain inflammatory disease,Group of disorders,0,0,0,
102006,Neurovascular malformation,Group of disorders,0,1,1,
102009,Classic lissencephaly,Group of disorders,0,0,0,
102010,Other syndrome with lissencephaly as a major feature,Group of disorders,0,0,0,
102011,Lissencephaly type 3,Group of disorders,0,0,0,
102012,Pure hereditary spastic paraplegia,Group of disorders,0,0,0,
102013,Complex hereditary spastic paraplegia,Group of disorders,0,0,0,
102014,Autosomal dominant limb-girdle muscular dystrophy,Group of disorders,0,1,1,
102015,Autosomal recessive limb-girdle muscular dystrophy,Group of disorders,0,1,1,
102020,Autosomal monosomy syndrome,Group of disorders,0,0,0,
102021,Rickettsial disease,Group of disorders,0,0,0,
102022,Spotted fever rickettsiosis,Group of disorders,0,0,0,
102023,Typhus-group rickettsiosis,Group of disorders,0,0,0,
102024,Human herpesvirus 8-related disorder,Group of disorders,0,0,0,
102025,OBSOLETE: Nuclear cell envelopathy,Group of disorders,0,0,0,
102069,OBSOLETE: Hepatic amyloidosis with intrahepatic cholestasis,Disorder,0,0,0,
102237,Unexplained periodic fever syndrome,Group of disorders,0,0,0,
102283,Multiple congenital anomalies/dysmorphic syndrome-intellectual disability,Group of disorders,0,0,0,
102284,OBSOLETE: Multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,Group of disorders,0,0,0,
102285,Multiple congenital anomalies/dysmorphic syndrome without intellectual disability,Group of disorders,0,0,0,
102369,Rare syndromic intellectual disability,Group of disorders,0,0,0,
102373,OBSOLETE: Primary glomerular disease,Group of disorders,0,0,0,
102379,Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,Disorder,0,0,0,
102381,Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,Disorder,0,0,0,
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,Disorder,5,1,1,0.0
103907,Chronic diarrhea due to glucoamylase deficiency,Disorder,0,1,1,0.0
103908,Congenital sodium diarrhea,Disorder,2,1,1,25.0
103909,Trehalase deficiency,Disorder,1,1,1,3850.0
103910,Congenital enterocyte heparan sulfate deficiency,Disorder,0,1,1,1.5
103912,OBSOLETE: Epithelio-exfoliative colitis-deafness syndrome,Disorder,0,0,0,
103915,OBSOLETE: Immunoproliferative small intestinal disease,Disorder,0,0,0,
103916,OBSOLETE: Autoimmune enteropathy type 2,Disorder,0,0,0,
103917,OBSOLETE: Autoimmune enteropathy type 3,Disorder,0,0,0,
103918,Tropical pancreatitis,Disorder,2,1,1,0.0
103919,Autoimmune pancreatitis,Group of disorders,0,1,1,
103920,OBSOLETE: Undetermined colitis,Disorder,0,0,0,
104003,Congenital intestinal transport defect,Group of disorders,0,0,0,
104004,Intestinal disease due to vitamin absorption anomaly,Group of disorders,0,0,0,
104005,Intestinal disease due to fat malabsorption,Group of disorders,0,0,0,
104006,Congenital intestinal disease due to an enzymatic defect,Group of disorders,0,0,0,
104007,Congenital enteropathy involving intestinal mucosa development,Group of disorders,0,0,0,
104008,Short bowel syndrome,Group of disorders,0,0,0,2.0
104009,Rare disease involving intestinal motility,Group of disorders,0,0,0,
104010,Intestinal polyposis syndrome,Group of disorders,0,0,0,
104011,Rare tumor of intestine,Group of disorders,0,0,0,
104012,Rare inflammatory bowel disease,Group of disorders,0,0,0,
104013,Metabolic disease with intestinal involvement,Group of disorders,0,0,0,
104075,Adenocarcinoma of the small intestine,Disorder,0,1,1,0.52312
104076,Leiomyosarcoma of small intestine,Disorder,0,0,0,
104077,Myopathic intestinal pseudoobstruction,Subtype of disorder,1,1,1,
104078,Unclassified intestinal pseudoobstruction,Subtype of disorder,0,0,0,
108959,Non-syndromic esophageal malformation,Group of disorders,0,0,0,
108961,Syndromic esophageal malformation,Group of disorders,0,0,0,
108963,Non-syndromic gastroduodenal malformation,Group of disorders,0,0,0,
108965,Syndromic gastroduodenal malformation,Group of disorders,0,0,0,
108967,Non-syndromic intestinal malformation,Group of disorders,0,0,0,
108969,Syndromic intestinal malformation,Group of disorders,0,0,0,
108971,"Non-syndromic visceral malformation of the liver, biliary tract, pancreas or spleen",Group of disorders,0,0,0,
108973,"Syndromic visceral malformation of the liver, biliary tract, pancreas or spleen",Group of disorders,0,0,0,
108977,Non-syndromic diaphragmatic or abdominal wall malformation,Group of disorders,0,0,0,
108979,Syndromic diaphragmatic or abdominal wall malformation,Group of disorders,0,0,0,
108985,OBSOLETE: Non-syndromic developmental defect of the eye,Group of disorders,0,0,0,
108987,OBSOLETE: Syndromic developmental defect of the eye,Group of disorders,0,0,0,
108989,Non-syndromic central nervous system malformation,Group of disorders,0,0,0,
108991,Syndrome with a central nervous system malformation as a major feature,Group of disorders,0,0,0,
108993,Non-syndromic respiratory or mediastinal malformation,Group of disorders,0,0,0,
108995,Syndromic respiratory or mediastinal malformation,Group of disorders,0,0,0,
108997,Rare anemia,Group of disorders,0,0,0,
108999,Rare disorder due to toxic effects,Group of disorders,0,0,0,
109007,Arthrogryposis syndrome,Group of disorders,0,0,0,
109009,Syndrome with limb malformations as a major feature,Group of disorders,0,0,0,
109011,Non-syndromic limb malformation,Group of disorders,0,0,0,
117569,Rare intestinal disease,Group of disorders,0,0,0,
117573,Syndromic anorectal malformation,Group of disorders,0,0,0,
137577,Neonatal hypoxic and ischemic brain injury,Disorder,0,1,1,0.0
137583,Vulvar intraepithelial neoplasia,Disorder,0,1,1,20.0
137586,OBSOLETE: Herpes simplex virus keratitis,Group of disorders,0,0,0,
137593,Infectious epithelial keratitis,Disorder,0,0,0,
137596,Neurotrophic keratopathy,Disorder,0,1,1,2.1
137599,Herpes simplex virus stromal keratitis,Disorder,0,1,1,4.804550000000001
137602,Corneal endotheliitis,Disorder,0,0,0,
137605,Legius syndrome,Disorder,1,1,1,1.1
137608,Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,Subtype of disorder,1,1,1,
137617,Nephrogenic systemic fibrosis,Disorder,0,0,0,
137622,Intractable diarrhea-choanal atresia-eye anomalies syndrome,Disorder,0,1,1,1.5
137625,Glycogen storage disease due to muscle and heart glycogen synthase deficiency,Disorder,1,1,1,2.0
137628,Cardiac anomalies-heterotaxy syndrome,Disorder,0,1,1,4.5
137631,"Lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome",Disorder,0,1,1,1.0
137634,Overgrowth-macrocephaly-facial dysmorphism syndrome,Disorder,1,1,1,3.0
137639,Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome,Subtype of disorder,1,1,1,4.0
137653,Microcephaly-digital anomalies-intellectual disability syndrome,Disorder,0,0,0,
137658,Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome,Disorder,0,0,0,
137667,Capillary malformation-arteriovenous malformation,Group of disorders,0,1,1,130.5
137672,Pellucid marginal degeneration,Disorder,0,0,0,
137675,Histiocytoid cardiomyopathy,Disorder,1,1,1,50.0
137678,Spondyloepiphyseal dysplasia with metatarsal shortening,Disorder,1,1,1,6.5
137681,Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1,Disorder,1,1,1,1.0
137686,Asherman syndrome,Disorder,0,1,1,44.0
137698,Cytomegalovirus disease in patients with impaired cell mediated immunity deemed at risk,Disorder,0,1,1,25.5
137754,Aminoacylase 1 deficiency,Disorder,1,1,1,7.5
137776,Lethal congenital contracture syndrome type 2,Disorder,1,1,1,0.5
137783,Lethal congenital contracture syndrome type 3,Disorder,2,1,1,7.0
137807,Primary cutaneous amyloidosis,Group of disorders,0,1,1,4.9
137810,Nodular cutaneous amyloidosis,Disorder,0,0,0,
137814,Macular amyloidosis,Disorder,0,0,0,
137817,Arachnoiditis,Disorder,0,1,1,0.0
137820,Extrapelvic endometriosis,Disorder,0,0,0,
137831,X-linked intellectual disability-cerebellar hypoplasia syndrome,Disorder,1,1,1,7.0
137834,Frank-Ter Haar syndrome,Disorder,1,1,1,15.0
137839,Lemierre syndrome,Disorder,0,1,1,15.333333333333334
137862,Martínez-Frías syndrome,Disorder,0,0,0,
137867,Madras motor neuron disease,Disorder,0,1,1,100.0
137871,OBSOLETE: Laminopathy type Decaudain-Vigouroux,Disorder,0,0,0,
137888,Auriculocondylar syndrome,Disorder,3,1,1,25.0
137893,Male infertility due to large-headed multiflagellar polyploid spermatozoa,Subtype of disorder,8,1,1,
137898,Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,Disorder,1,1,1,63.5
137902,OBSOLETE: Isolated optic nerve hypoplasia/aplasia,Disorder,0,0,0,
137905,Syndromic optic nerve hypoplasia,Group of disorders,0,0,0,
137908,Hypotonia with lactic acidemia and hyperammonemia,Disorder,1,1,1,2.0
137911,Autism-facial port-wine stain syndrome,Disorder,0,0,0,
137914,Choanal atresia,Disorder,0,1,1,8.741176470588234
137917,"Choanal atresia, unilateral",Subtype of disorder,0,1,1,0.0
137920,"Choanal atresia, bilateral",Subtype of disorder,0,1,1,0.0
137923,OBSOLETE: Cervicofacial lymphatic malformation,Disorder,0,0,0,
137926,Primary laryngeal lymphangioma,Disorder,0,1,1,
137929,Neonatal brainstem dysfunction,Disorder,0,0,0,
137932,Congenital laryngeal palsy,Disorder,0,1,1,
137935,Airway infantile hemangioma,Disorder,0,1,1,
138041,Pierre Robin syndrome associated with collagen disease,Group of disorders,0,0,0,
138044,Rare disease with Pierre Robin syndrome,Group of disorders,0,0,0,0.0
138047,Pierre Robin syndrome associated with a chromosomal anomaly,Group of disorders,0,0,0,
138050,Pierre Robin syndrome associated with branchial archs anomalies,Group of disorders,0,0,0,
138055,Pierre Robin syndrome associated with bone disease,Group of disorders,0,0,0,
138059,Teratogenic Pierre Robin syndrome,Group of disorders,0,0,0,
138063,OBSOLETE: Syndrome associated with Pierre Robin syndrome,Group of disorders,0,0,0,
138066,OBSOLETE: Pierre Robin syndrome associated with miscellaneous anomalies,Group of disorders,0,0,0,
138069,OBSOLETE: Sucking/swallowing disorder not related with Pierre Robin syndrome,Group of disorders,0,0,0,
138072,OBSOLETE: Sucking/swallowing disorder associated with an identified syndrome,Group of disorders,0,0,0,
138076,OBSOLETE: Sucking/swallowing disorder associated to a chromosomal anomaly,Group of disorders,0,0,0,
138080,OBSOLETE: Syndromic sucking/swallowing disorder with unidentifyed syndrome,Group of disorders,0,0,0,
138084,OBSOLETE: Sucking/swallowing disorder associated to cervicofacial or esophageal malformation,Group of disorders,0,0,0,
138095,OBSOLETE: Sucking/swallowing disorder associated with neurologic anomalies,Group of disorders,0,0,0,
138101,OBSOLETE: Sucking/swallowing disorder associated with suprabulbar anomalies,Group of disorders,0,0,0,
138104,OBSOLETE: Sucking/swallowing disorder associated with basal ganglia anomalies,Group of disorders,0,0,0,
138109,OBSOLETE: Sucking/swallowing disorder associated with posterior fossa anomalies,Group of disorders,0,0,0,
138112,OBSOLETE: Sucking/swallowing disorder associated with cerebellar anomalies,Group of disorders,0,0,0,
138115,OBSOLETE: Sucking/swallowing disorder associated with a neuromuscular disease,Group of disorders,0,0,0,
138118,OBSOLETE: Acquired alimentary behavior disorder of infancy,Group of disorders,0,0,0,
138221,OBSOLETE: Rare sucking/swallowing disorder,Group of disorders,0,0,0,
139006,OBSOLETE: Sequence or association,Group of disorders,0,0,0,
139009,Developmental anomaly of metabolic origin,Group of disorders,0,0,0,
139012,Rare bone development disorder,Group of disorders,0,0,0,
139015,OBSOLETE: Chondrodysplastic malformation syndrome,Group of disorders,0,0,0,
139018,OBSOLETE: Non-chondrodysplastic malformation syndrome affecting bones,Group of disorders,0,0,0,
139021,Malformation syndrome with short stature,Group of disorders,0,0,0,
139024,Overgrowth/obesity syndrome,Group of disorders,0,0,0,
139027,Rare developmental defect with skin/mucosae involvement,Group of disorders,0,0,0,
139030,Rare developmental defect with connective tissue involvement,Group of disorders,0,0,0,
139033,Progeroid syndrome,Group of disorders,0,0,0,
139036,Branchial arch or oral-acral syndrome,Group of disorders,0,0,0,
139039,Orofacial clefting syndrome,Group of disorders,0,0,0,
139042,Malformation syndrome with odontal and/or periodontal component,Group of disorders,0,0,0,
139373,OBSOLETE: Recessive hereditary methemoglobinemia type 1,Subtype of disorder,0,0,0,
139380,OBSOLETE: Recessive hereditary methemoglobinemia type 2,Subtype of disorder,0,0,0,
139390,Non-syndromic craniosynostosis,Group of disorders,0,1,1,
139393,Syndromic craniosynostosis,Group of disorders,0,0,0,
139396,X-linked cerebral adrenoleukodystrophy,Subtype of disorder,1,1,1,0.0
139399,Adrenomyeloneuropathy,Subtype of disorder,1,1,1,
139402,Drug reaction with eosinophilia and systemic symptoms,Disorder,0,1,1,0.0
139406,Encephalopathy due to prosaposin deficiency,Disorder,1,1,1,5.0
139411,Carney triad,Disorder,3,1,1,75.0
139414,Congenital panfollicular nevus,Disorder,0,1,1,1.5
139417,Acute transverse myelitis,Disorder,0,1,1,7.073333333333333
139420,OBSOLETE: Secondary acute transverse myelitis,Subtype of disorder,0,0,0,
139423,Idiopathic acute transverse myelitis,Subtype of disorder,0,1,1,0.125
139426,Perioral myoclonia with absences,Disorder,0,1,1,5.0
139431,Epilepsy with eyelid myoclonia,Disorder,0,1,1,0.0
139436,Multicentric reticulohistiocytosis,Disorder,0,1,1,100.0
139441,Hypomyelination with atrophy of basal ganglia and cerebellum,Disorder,2,1,1,108.0
139444,Leukoencephalopathy with bilateral anterior temporal lobe cysts,Disorder,0,1,1,14.5
139447,Progressive cavitating leukoencephalopathy,Disorder,1,1,1,9.5
139450,Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome,Disorder,0,1,1,0.5
139455,Autosomal recessive bestrophinopathy,Disorder,1,1,1,10.0
139466,SERKAL syndrome,Disorder,1,1,1,1.5
139471,Microphthalmia with brain and digit anomalies,Disorder,1,1,1,1.0
139474,"17q11.2 microduplication syndrome",Disorder,1,1,1,3.5
139477,Al-Gazali-Dattani syndrome,Disorder,0,0,0,
139480,Autosomal recessive spastic paraplegia type 39,Disorder,1,1,1,1.0
139485,Autosomal recessive ataxia due to ubiquinone deficiency,Disorder,1,1,1,15.5
139491,OBSOLETE: Hemochromatosis type 4,Disorder,0,0,0,
139498,NON RARE IN EUROPE: Hemochromatosis type 1,Disorder,0,0,0,
139507,Dietary iron overload disease,Disorder,0,1,1,
139512,Neuropathy with hearing impairment,Disorder,1,1,1,0.5
139515,Charcot-Marie-Tooth disease type 4J,Disorder,1,1,1,9.0
139518,Distal hereditary motor neuropathy type 1,Disorder,0,1,1,
139525,Distal hereditary motor neuropathy type 2,Disorder,4,1,1,2.0
139536,Distal hereditary motor neuropathy type 5,Disorder,3,1,1,
139547,Distal spinal muscular atrophy type 3,Disorder,0,1,1,14.0
139552,"Distal hereditary motor neuropathy, Jerash type",Disorder,1,1,1,15.0
139557,X-linked distal spinal muscular atrophy type 3,Disorder,1,1,1,1.0
139564,Hereditary sensory and autonomic neuropathy type 1B,Disorder,0,1,1,1.0
139573,Hereditary sensory and autonomic neuropathy with deafness and global delay,Disorder,0,1,1,2.0
139578,Mutilating hereditary sensory neuropathy with spastic paraplegia,Disorder,1,1,1,7.0
139583,X-linked hereditary sensory and autonomic neuropathy with deafness,Disorder,1,1,1,2.5
139589,Distal hereditary motor neuropathy type 7,Disorder,2,1,1,
140162,Inherited cancer-predisposing syndrome,Group of disorders,0,0,0,
140286,Secondary hypoparathyroidism due to impaired parathormon secretion,Disorder,0,1,1,6.8125
140428,OBSOLETE: Hereditary iron overload with neurologic manifestation,Group of disorders,0,0,0,
140432,OBSOLETE: Hereditary iron overload with anemia,Group of disorders,0,0,0,
140436,Familial intraosseous vascular malformation,Disorder,1,1,1,
140450,OBSOLETE: Hereditary motor and sensory neuropathy,Group of disorders,0,0,0,
140453,Autosomal dominant hereditary demyelinating motor and sensory neuropathy,Group of disorders,0,1,1,
140456,Autosomal dominant hereditary axonal motor and sensory neuropathy,Group of disorders,0,1,1,
140459,Autosomal recessive hereditary demyelinating motor and sensory neuropathy,Group of disorders,0,1,1,
140462,OBSOLETE: X-linked recessive hereditary axonal motor and sensory neuropathy,Group of disorders,0,0,0,
140465,Autosomal dominant distal hereditary motor neuropathy,Group of disorders,0,1,1,
140468,Autosomal recessive distal hereditary motor neuropathy,Group of disorders,0,1,1,
140471,Hereditary sensory and autonomic neuropathy,Group of disorders,0,0,0,
140474,Autosomal dominant hereditary sensory and autonomic neuropathy,Group of disorders,0,1,1,
140477,Autosomal recessive hereditary sensory and autonomic neuropathy,Group of disorders,0,1,1,
140481,Autosomal dominant slowed nerve conduction velocity,Disorder,1,1,1,0.5
140500,OBSOLETE: Neurological channelopathy,Group of disorders,0,0,0,
140503,OBSOLETE: Channelopathy,Group of disorders,0,0,0,
140653,Neuro-ophthalmological disease,Group of disorders,0,0,0,
140874,Joubert syndrome and related disorders,Group of disorders,0,1,1,133.954
140896,Severe acute respiratory syndrome,Disorder,0,1,1,0.0
140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,Disorder,1,1,1,
140908,Brachydactyly type B2,Subtype of disorder,1,1,1,
140917,Stapes ankylosis with broad thumbs and toes,Disorder,1,1,1,3.0
140922,Titin-related limb-girdle muscular dystrophy R10,Disorder,1,1,1,0.5
140927,Self-limited neonatal-infantile epilepsy,Disorder,2,1,1,5.0
140933,Linear atrophoderma of Moulin,Disorder,0,1,1,15.0
140936,Lelis syndrome,Disorder,0,1,1,4.5
140941,Short stature due to primary acid-labile subunit deficiency,Disorder,1,1,1,0.0
140944,CLOVES syndrome,Disorder,1,1,1,75.0
140949,Low-flow priapism,Disorder,0,1,1,0.0
140952,Syndactyly-telecanthus-anogenital and renal malformations syndrome,Disorder,1,1,1,3.5
140957,Autosomal dominant macrothrombocytopenia,Disorder,10,1,1,50.0
140963,Bilateral microtia-deafness-cleft palate syndrome,Disorder,1,1,1,1.5
140966,"Palmoplantar keratoderma, Nagashima type",Disorder,1,1,1,20.0
140969,Saldino-Mainzer syndrome,Disorder,2,1,1,6.5
140976,RHYNS syndrome,Disorder,1,1,1,2.0
140989,Primary angiitis of the central nervous system,Disorder,0,1,1,0.12
140997,Orofaciodigital syndrome,Group of disorders,0,0,0,
141000,Orofaciodigital syndrome type 11,Disorder,0,1,1,0.0
141007,Orofaciodigital syndrome type 9,Disorder,1,1,1,5.0
141013,First branchial cleft anomaly,Disorder,0,0,0,
141022,Second branchial cleft anomaly,Disorder,0,0,0,
141030,Third branchial cleft anomaly,Disorder,0,0,0,
141037,Fourth branchial cleft anomaly,Disorder,0,0,0,
141046,Cervical dermoid cyst,Disorder,0,0,0,
141051,Facial dermoid cyst,Disorder,0,0,0,
141061,Commissural lip fistula,Disorder,0,0,0,
141064,Isolated lower lip fistula,Disorder,0,0,0,
141067,Cervicofacial fibrochondroma,Disorder,0,0,0,
141071,Isolated digestive duplication cyst of the tongue,Disorder,0,0,0,
141074,External auditory canal aplasia/hypoplasia,Disorder,1,1,1,
141077,Epignathus,Subtype of disorder,0,1,1,0.84085
141083,Nasolacrimal duct cyst,Disorder,0,1,1,12.85
141091,Polyrrhinia,Disorder,0,1,1,0.0
141096,Supernumerary nostril,Disorder,0,1,1,16.0
141099,Proboscis lateralis,Disorder,0,1,1,0.0
141103,Nasal dermoid cyst,Disorder,0,0,0,
141107,Nasopharyngeal teratoma,Subtype of disorder,0,0,0,
141112,Nasal glial heterotopia,Disorder,0,1,1,
141115,Nasal ganglioglioma,Disorder,0,1,1,125.0
141118,Nasal encephalocele,Subtype of disorder,0,1,1,
141121,Congenital subglottic stenosis,Disorder,0,1,1,
141124,Congenital laryngeal cyst,Disorder,0,1,1,0.9
141127,Congenital tracheal stenosis,Disorder,0,1,1,0.8
141132,Oculo-auriculo-vertebral spectrum,Disorder,0,1,1,3.2699999999999996
141136,Otomandibular syndrome,Disorder,0,0,0,
141145,Hemifacial hyperplasia,Disorder,0,1,1,1.16
141148,Hemifacial myohyperplasia,Disorder,0,1,1,6.0
141152,Isolated congenital hypoglossia/aglossia,Disorder,0,1,1,0.0
141163,Glossopalatine ankylosis,Disorder,0,1,1,15.0
141168,OBSOLETE: Frontonasal arteriovenous malformation,Disorder,0,0,0,
141171,OBSOLETE: Maxillary arteriovenous malformation,Disorder,0,0,0,
141174,OBSOLETE: Mandibular arteriovenous malformation,Disorder,0,0,0,
141179,Non-involuting congenital hemangioma,Disorder,0,1,1,0.0
141184,Rapidly involuting congenital hemangioma,Disorder,0,1,1,0.0
141189,Cerebrofacial arteriovenous metameric syndrome,Disorder,0,0,0,
141194,OBSOLETE: Cerebrofacial arteriovenous metameric syndrome type 1,Subtype of disorder,0,0,0,
141199,OBSOLETE: Cerebrofacial arteriovenous metameric syndrome type 3,Subtype of disorder,0,0,0,
141209,Diffuse lymphatic malformation,Disorder,0,1,1,
141214,Isolated congenital syngnathia,Disorder,0,1,1,
141219,Nasal dorsum fistula,Disorder,0,0,0,
141229,Facial cleft,Group of disorders,0,0,0,
141234,Median facial cleft,Group of disorders,0,1,1,
141239,Median cleft of the upper lip and maxilla,Disorder,0,0,0,
141242,Paramedian nasal cleft,Disorder,0,1,1,
141253,Oblique facial cleft,Group of disorders,0,1,1,0.10333333333333333
141258,Tessier number 4 facial cleft,Disorder,1,1,1,1.0
141261,Tessier number 5 facial cleft,Disorder,0,1,1,
141265,Tessier number 6 facial cleft,Disorder,0,1,1,
141269,Lateral facial cleft,Group of disorders,0,1,1,
141276,Tessier number 7 facial cleft,Disorder,2,1,1,
141288,Midline cervical cleft,Disorder,0,1,1,
141291,Cleft lip and alveolus,Disorder,4,1,1,0.0
141327,OBSOLETE: Orofaciodigital syndrome type 12,Disorder,0,0,0,
141330,OBSOLETE: Orofaciodigital syndrome type 13,Disorder,0,0,0,
141333,Biemond syndrome type 2,Disorder,0,1,1,0.0
155832,Rare head and neck malformation,Group of disorders,0,0,0,
155835,Cysts and fistulae of the face and oral cavity,Group of disorders,0,0,0,
155838,Pinnae fistula or cyst,Disorder,0,0,0,
155867,Paramedian facial cleft,Group of disorders,0,1,1,
155878,Submucosal cleft palate,Disorder,2,0,0,
155884,Coloboma of superior eyelid,Disorder,0,0,0,
155889,Coloboma of inferior eyelid,Disorder,0,0,0,
155896,Otomandibular dysplasia,Group of disorders,0,0,0,
155899,Mandibulofacial dysostosis,Group of disorders,0,0,0,
156005,Primary early-onset glaucoma,Group of disorders,0,0,0,
156071,OBSOLETE: Keratoconus,Group of disorders,0,0,0,
156140,Predominantly large-vessel vasculitis,Group of disorders,0,0,0,
156143,Predominantly medium-vessel vasculitis,Group of disorders,0,0,0,
156146,Predominantly small-vessel vasculitis,Group of disorders,0,0,0,
156149,Immune complex mediated vasculitis,Group of disorders,0,0,0,
156152,Anti-neutrophil cytoplasmic antibody-associated vasculitis,Group of disorders,0,0,0,15.075000000000001
156156,"Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy",Disorder,0,0,0,
156159,Isolated dystonia,Group of disorders,0,0,0,
156162,Renal ciliopathy,Group of disorders,0,0,0,
156165,Retinal ciliopathy,Group of disorders,0,0,0,
156168,Retinal ciliopathy due to mutation in the retinitis pigmentosa-1 gene,Group of disorders,0,0,0,
156171,Retinal ciliopathy due to mutation in the RPGR gene,Group of disorders,0,0,0,
156174,Retinal ciliopathy due to mutation in the RPGRIP gene,Group of disorders,0,0,0,
156177,Retinal ciliopathy due to mutation in Usher gene,Group of disorders,0,0,0,
156180,Retinal ciliopathy due to mutation in nephronophthisis gene,Group of disorders,0,0,0,
156183,Retinal ciliopathy due to mutation in Bardet-Biedl gene,Group of disorders,0,0,0,
156202,Otomandibular dysplasia associated with monogenic syndromes,Group of disorders,0,0,0,
156207,Macroglossia,Group of disorders,0,0,0,
156212,Hypoglossia/aglossia,Group of disorders,0,0,0,
156215,Oromandibular-limb anomalies syndrome,Group of disorders,0,0,0,
156224,Paralytic facial malformation,Group of disorders,0,0,0,
156230,OBSOLETE: Facial arteriovenous malformation,Group of disorders,0,0,0,
156237,Syndrome or malformation associated with head and neck malformations,Group of disorders,0,0,0,
156243,Pinnae and external auditory canal anomaly,Group of disorders,0,0,0,
156246,Nose and cavum anomaly,Group of disorders,0,0,0,
156249,Larynx anomaly,Group of disorders,0,0,0,
156252,Tracheal anomaly,Group of disorders,0,0,0,
156532,Rare syndrome with cardiac malformations,Group of disorders,0,0,0,
156601,Rare genetic hepatic disease,Group of disorders,0,0,0,
156604,Genetic parenchymatous liver disease,Group of disorders,0,0,0,
156607,Genetic biliary tract disease,Group of disorders,0,0,0,
156610,Rare genetic respiratory disease,Group of disorders,0,0,0,
156619,Rare genetic urogenital disease,Group of disorders,0,0,0,
156622,Genetic urogenital tract malformation,Group of disorders,0,0,0,
156629,Rare genetic cause of hypertension,Group of disorders,0,0,0,
156638,Rare genetic endocrine disease,Group of disorders,0,0,0,
156643,Genetic endocrine growth disease,Group of disorders,0,0,0,
156723,Piepkorn dysplasia,Disorder,0,0,0,
156728,"Spondyloepimetaphyseal dysplasia, matrilin-3 type",Disorder,1,1,1,2.5
156731,"Dyssegmental dysplasia, Rolland-Desbuquois type",Disorder,0,1,1,2.5
157215,Hereditary hypophosphatemic rickets with hypercalciuria,Disorder,2,1,1,0.0
157713,Congenital or early infantile CACH syndrome,Subtype of disorder,5,1,1,
157716,Late infantile CACH syndrome,Subtype of disorder,5,1,1,
157719,Juvenile or adult CACH syndrome,Subtype of disorder,5,1,1,
157769,Situs ambiguus,Disorder,10,1,1,
157788,Hypospadias-hypertelorism-coloboma and deafness syndrome,Disorder,0,0,0,
157791,Epithelioid hemangioendothelioma,Disorder,4,1,1,0.0
157794,Hereditary mixed polyposis syndrome,Disorder,2,1,1,7.5
157798,Serrated polyposis syndrome,Disorder,1,1,1,0.5
157801,Mesoaxial synostotic syndactyly with phalangeal reduction,Disorder,1,1,1,3.0
157808,Isolated pseudoarthrosis of the limbs,Disorder,0,0,0,
157820,Cold-induced sweating syndrome,Disorder,3,1,1,3.0
157823,Klüver-Bucy syndrome,Disorder,0,0,0,
157826,Congenital epulis,Disorder,0,1,1,0.0
157832,Craniorhiny,Disorder,0,1,1,2.0
157835,Paroxysmal hemicrania,Disorder,0,1,1,0.0
157843,Trigeminal autonomic cephalalgia,Group of disorders,0,0,0,
157846,Neuroferritinopathy,Disorder,1,1,1,45.0
157850,Pantothenate kinase-associated neurodegeneration,Disorder,0,1,1,0.15
157855,HARP syndrome,Subtype of disorder,0,0,0,
157941,Huntington disease-like 1,Disorder,1,1,1,
157946,Huntington disease-like 3,Disorder,0,1,1,0.0
157949,Combined immunodeficiency with granulomatosis,Disorder,3,1,1,
157954,ANE syndrome,Disorder,1,1,1,2.5
157962,"Oculoauricular syndrome, Schorderet type",Disorder,1,1,1,2.5
157965,SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome,Subtype of disorder,1,1,1,4.0
157973,Congenital muscular dystrophy due to LMNA mutation,Disorder,1,1,1,11.5
157980,NON RARE IN EUROPE: Bladder cancer,Disorder,0,0,0,
157987,Non-Langerhans cell histiocytosis,Group of disorders,0,0,0,
157991,Generalized eruptive histiocytosis,Disorder,0,1,1,0.0
157997,Benign cephalic histiocytosis,Disorder,0,1,1,0.0
158000,Juvenile xanthogranuloma,Disorder,0,1,1,0.01375
