OrphaCode,Name,DisorderGroup,gene_count,onset_count,inheritance_count,avg_prevalence,log_avg_prevalence,has_prevalence_data,data_completeness_score,priority_score,priority_rank,priority_segment,kmeans_cluster,hierarchical_cluster,gmm_cluster,gmm_membership_confidence,is_anomaly,anomaly_score
213726,Serous carcinoma of the corpus uteri,Disorder,1,0,0,0.0,0.0,0,1,0.028070175438596492,1369,Low Priority,1,1,1,1.0,1,-0.050239721742138865
647681,Craniosynostosis-facial dysmorphism-Chiari-1 malformation-developmental and language delay syndrome,Disorder,1,0,0,0.0,0.0,0,1,0.028070175438596492,1369,Low Priority,1,1,1,1.0,1,-0.050239721742138865
251656,Oligoastrocytoma,Disorder,1,0,0,0.0,0.0,0,1,0.028070175438596492,1369,Low Priority,1,1,1,1.0,1,-0.050239721742138865
647788,Neurodevelopmental delay-intellectual disability-ataxia-feeding difficulty syndrome,Disorder,1,0,0,0.0,0.0,0,1,0.028070175438596492,1369,Low Priority,1,1,1,1.0,1,-0.050239721742138865
685004,Primary pericardial mesothelioma,Disorder,0,0,0,0.0,0.0,1,1,0.025,1370,Low Priority,1,1,1,1.0,0,0.011411396799642426
166424,Thinking epilepsy,Disorder,0,0,0,0.0,0.0,1,1,0.025,1370,Low Priority,1,1,1,1.0,0,0.011411396799642426
718079,Combined immunodeficiency with normal B cells and normal immunoglubulins,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
718072,Combined immunodeficiency with low CD8 and normal CD4,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
718053,Combined immunodeficiency with low CD4 and normal CD8,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
718047,Combined immunodeficiency due to polymerase delta deficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
718037,Microcephalic primordial dwarfism syndrome with combined immunodeficiency due to PRIM1 deficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717884,Global developmental delay-acquired macrocephaly-ataxia-febrile seizures syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717854,Developmental delay-microcephaly-short stature-ocular disorders-intellectual disability syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717846,Developmental delay-facial dysmorphism-Blaschko lines hypopigmentation-obesity-intellectual disability syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717841,Global developmental delay-facial dysmorphism-atrial septal defect syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717830,2p14p15 microdeletion syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717823,Global developmental delay-recurrent infections-facial dysmorphism syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717812,12q24.31 microdeletion syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717795,Developmental delay-spastic diplegia-choreoathetosis-intellectual disability syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717784,Partial trisomy 12q syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
717646,Congenital midnasal stenosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
435623,OBSOLETE: Adactyly of foot,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
423781,"OBSOLETE: Carcinoma of stomach, salivary gland type",Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
423668,NON RARE IN EUROPE: Cortisol-producing adrenal tumor,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
415687,NON RARE IN EUROPE: Sudden infant death syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
415675,OBSOLETE: Small pox,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
415300,NON RARE IN EUROPE: Non-arteritic anterior ischemic optic neuropathy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
415268,NON RARE IN EUROPE: Adenocarcinoma of the lung,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
412220,OBSOLETE: Ramsay Hunt syndrome type II,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
411969,NON RARE IN EUROPE: Metabolic syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
411696,OBSOLETE: Proton-pump inhibitor-responsive esophageal eosinophilia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
411533,NON RARE IN EUROPE: Melanoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
404440,OBSOLETE: Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
401825,Autosomal recessive spastic paraplegia type 68,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
437572,OBSOLETE: MYH7-related late-onset scapuloperoneal muscular dystrophy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
399307,Idiopathic avascular necrosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
399293,Osteonecrosis of the jaw,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
399175,Traumatic avascular necrosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
398980,OBSOLETE: Primary peritoneal serous/papillary carcinoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
397695,3q27.3 microdeletion syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
391658,OBSOLETE: Cowpox infection,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
370938,Salt-and-pepper syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
370114,Combined cervical dystonia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
370059,NEVADA syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
370019,"Spondylometaphyseal dysplasia, Czarny-Ratajczak type",Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
370006,Hypothalamic insufficiency-secondary microcephaly-visual impairment-urinary anomalies syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
369902,OBSOLETE: DDX59-related orofaciodigital syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
369894,OBSOLETE: Early infantile epileptic encephalopathy without suppression burst,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
363629,OBSOLETE: GMPPB-related congenital muscular dystrophy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
363543,Autosomal recessive limb-girdle muscular dystrophy type 2R,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
356947,3q26q27 microdeletion syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
353356,Vasoproliferative tumor of the retina,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
353225,NON RARE IN EUROPE: Primary adult open-angle glaucoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352740,Ocular albinism with congenital sensorineural deafness,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352704,OBSOLETE: Cobblestone lissencephaly type B,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352613,Male infertility due to NANOS1 mutation,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352504,OBSOLETE: Levodopa-unresponsive juvenile parkinsonism,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352497,OBSOLETE: Juvenile parkinsonism with intellectual disability due to DNAJC6 deficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352487,Digital anomalies-intellectual disability-short stature syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
352482,OBSOLETE: Autosomal recessive limb-girdle muscular dystrophy with cerebellar involvement,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
330009,OBSOLETE: Poliomyelitis in patients with immunodeficiencies deemed at risk,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
330006,NON RARE IN EUROPE: Macular telangiectasia type 2,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
329998,OBSOLETE: Lymphomatous meningitis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
329341,OBSOLETE: Limbic encephalitis with DPP6 antibodies,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
329324,Inverse Klippel-Trénaunay syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
329255,Blepharophimosis-intellectual disability syndrome due to UBE3B deficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
329252,OBSOLETE: Spondylocostal dysostosis-hypospadias-intellectual disability syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
329206,OBSOLETE: Congenital muscular dystrophy-muscle hypertrophy-severe intellectual disability syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
440724,OBSOLETE: Extensive peripapillary myelinated nerve fibers,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319705,NON RARE IN EUROPE: Parkinson disease,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319698,"NON RARE IN EUROPE: Partial color blindness, deutan type",Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319691,"NON RARE IN EUROPE: Partial color blindness, protan type",Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319684,NON RARE IN EUROPE: Inosine triphosphate pyrophosphatase deficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319681,NON RARE IN EUROPE: Lactase non-persistence in adulthood,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319667,Primary lymphoma of the conjunctiva,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319658,NON RARE IN EUROPE: Unexplained intellectual disability,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319314,OBSOLETE: Renal cell carcinoma associated with neuroblastoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
319247,Hantavirus pulmonary syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
314946,OBSOLETE: Mycobacterium xenopi infection,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
314928,NON RARE IN EUROPE: Normal pressure hydrocephalus,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
308013,Focal acral hyperkeratosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
306776,Sporadic hyperekplexia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443304,OBSOLETE: HIV-related oropharyngeal cancer,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443301,OBSOLETE: HIV-related lung cancer,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
306539,OBSOLETE: Hereditary acrokeratotic poikiloderma of Kindler-Weary,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
306507,LAMB2-related infantile-onset nephrotic syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
300888,Diffuse large B-cell lymphoma with chronic inflammation,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
300869,Splenic diffuse red pulp small B-cell lymphoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
300576,Oligodontia-cancer predisposition syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
300337,OBSOLETE: Congenital blindness due to retinal non-attachment,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443328,OBSOLETE: HIV-related Kaposi sarcoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443325,OBSOLETE: HIV-related Non-Hodgkin lymphoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443322,OBSOLETE: HIV-related cervical cancer,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443319,OBSOLETE: HIV-related vulvovaginal cancer,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443316,OBSOLETE: HIV-related Hodgkin lymphoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443313,OBSOLETE: HIV-related penile cancer,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443310,OBSOLETE: HIV-related hepatocellular carcinoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
443307,OBSOLETE: HIV-related anal cancer,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295051,Lower limb hypertrophy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295049,Upper limb hypertrophy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295034,Congenital knee dislocation,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295032,Isolated congenital radial head dislocation,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295030,True congenital shoulder dislocation,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295028,Isolated tibio-fibular synostosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295016,Camptodactyly of fingers,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295014,Familial isolated clinodactyly of fingers,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295012,Syndactyly type 6,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295010,OBSOLETE: Central polydactyly of toes,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295008,OBSOLETE: Postaxial polydactyly of toes,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295006,OBSOLETE: Preaxial polydactyly of toes,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295004,Central polydactyly,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
295002,Isolated hyperphalangy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294998,OBSOLETE: Brachydactyly of toes,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294996,OBSOLETE: Brachydactyly of fingers,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294994,OBSOLETE: Split foot,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294992,OBSOLETE: Split hand,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294990,OBSOLETE: Congenital absence/hypoplasia of fingers excluding thumb,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294988,Isolated hypoplasia of thumb,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294986,Isolated apodia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294983,Isolated acheiria,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294981,Isolated absence of both lower leg and foot,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294979,Isolated absence of both forearm and hand,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294977,Isolated absence of thigh and lower leg with foot present,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294973,Isolated humeral agenesis/hypoplasia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294969,Isolated amelia of lower limb,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294967,Isolated amelia of upper limb,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
294049,Reunion Island Larsen-like syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
293848,"Frontotemporal dementia, right temporal atrophy variant",Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
293838,Fatal infantile encephalopathy-pulmonary hypertension syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
447792,OBSOLETE: Hemochromatosis type 5,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
293190,OBSOLETE: Pleomorphic undifferentiated sarcoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
289685,Myopericytoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
289682,Lymphoepithelial-like carcinoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
289666,Plasmablastic lymphoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
289527,OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
289395,NON RARE IN EUROPE: Secondary Sjögren syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
284130,NON RARE IN EUROPE: Rheumatoid arthritis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
280917,Idiopathic posterior uveitis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
280914,Isolated idiopathic anterior uveitis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
280651,OBSOLETE: Acrodysostosis with multiple hormone resistance,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
280569,OBSOLETE: Rapidly progressive glomerulonephritis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
280110,NON RARE IN EUROPE: Paget disease of bone,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
276402,OBSOLETE: Limbic encephalitis with caspr2 antibodies,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
276271,NON RARE IN EUROPE: Familial dysalbuminemic hyperthyroxinemia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
275534,OBSOLETE: Myostatin-related muscle hypertrophy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
449291,OBSOLETE: Symptomatic form of fragile X syndrome in female carriers,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
449262,NON RARE IN EUROPE: Primary bile acid malabsorption,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
269200,OBSOLETE: Retrocerebellar cyst,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
268871,OBSOLETE: Primary syringomyelia/hydromyelia,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
268838,OBSOLETE: Leptomyelolipoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
268835,Lipomyelomeningocele,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
261512,OBSOLETE: Retinitis pigmentosa and intellectual disability due to monosomy Xp11.3,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
255249,Leigh syndrome with nephrotic syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
255241,Leigh syndrome with leukodystrophy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
255225,OBSOLETE: Maternally-inherited mitochondrial hypertrophic cardiomyopathy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
255199,OBSOLETE: Sporadic Leigh syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
255117,OBSOLETE: Autosomal dominant optic atrophy and late-onset deafness,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
254723,Pigmented hypertrichosis with insulin-dependent diabetes mellitus syndrome,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
254712,Familial sinus histiocytosis with massive lymphadenopathy,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
254707,Faisalabad histiocytosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
252046,Meningeal melanocytoma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
252031,Diffuse leptomeningeal melanocytosis,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
252015,Choriocarcinoma of the central nervous system,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
251975,Rosette-forming glioneuronal tumor,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
251962,Papillary glioneuronal tumor,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
251957,Anaplastic ganglioglioma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
251949,Ganglioglioma,Disorder,0,0,0,0.0,0.0,0,0,0.0,1371,Low Priority,1,1,1,1.0,0,0.12999325433707332
